Id;TipoOperacion;Region;Comuna;EstaPublicada;EstaEliminada;CodigoPropiedad;Dormitorios;Banos;AñoConstruccion;FechaPublicacionDespliegue;MetrosUtiles;MetrosConstruidos;MetrosTerreno;MetrosTerraza;PrecioDesde;PrecioHasta;PrecioPesos;PrecioUF;Latitud;Longitud;CantidadVisitas;CantidadFavoritos;CantidadInteresados;Exitosa;NombreCorredora;UriFicha
916839;Arriendo diario;Valparaiso;El Tabo;true;false;;3;2;0;05-12-2017;78.0;0.0;0.0;10.0;48000.0;48000.0;48000.0;1.7412887495696658;-33.4849109;-71.6229733;99;0;1;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/el-tabo/deparatmento-condominio-alto-las-cruces-el-tabo/916839
1129647;Arriendo diario;Coquimbo;La Serena;true;false;;3;2;0;04-12-2018;100.0;0.0;0.0;100.0;100000.0;100000.0;100000.0;3.627684894936804;-29.89929375;-71.27221584;32;0;0;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/la-serena/arriendo-diario-depto-para-6-personas-en-laguna-del-mar/1129647
1129811;Arriendo diario;Valparaiso;Viña del Mar;true;false;;3;2;0;04-12-2018;105.0;0.0;0.0;10.0;900000.0;900000.0;900000.0;32.64916405443123;-32.98433976;-71.52956194;27;0;0;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/vina-del-mar/arriendo-ano-nuevo-renaca-vista-insuperable/1129811
1130470;Arriendo;Metropolitana;San Miguel;true;false;;2;1;0;04-12-2018;38.0;42.0;1.0;1.0;350000.0;350000.0;350000.0;12.696897132278814;-33.5070963;-70.6575766;60;0;2;true;;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/san-miguel/nuevo-metro-ciudad-del-nino/1130470
1129934;Arriendo diario;Valparaiso;Valparaíso;true;false;;1;1;0;04-12-2018;50.0;0.0;0.0;20.0;50000.0;50000.0;50000.0;1.813842447468402;-33.02967422;-71.63336722;40;0;1;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/valparaiso/av-gran-bretana-425-valparaiso/1129934
899737;Arriendo diario;Valparaiso;Concón;true;false;;3;3;0;12-11-2017;90.0;0.0;0.0;25.0;100000.0;100000.0;100000.0;3.627684894936804;-32.9223123;-71.52378799;548;0;3;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/concon/playa-amarilla-gran-vista-al-mar-borgono-concon/899737
1129800;Arriendo;Metropolitana;Las Condes;true;false;;4;4;0;04-12-2018;139.0;149.0;0.0;0.0;45.0;45.0;1240460.0;45.0;-33.4052335;-70.5026636;11;0;0;true;;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/dpto-av-la-plaza-de-3-dorm-mas-servicio/1129800
1129689;Arriendo;Metropolitana;La Florida;true;false;;3;2;0;04-12-2018;0.0;70.0;0.0;0.0;410000.0;410000.0;410000.0;14.873508069240897;-33.5181226;-70.5663811;73;0;6;true;;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/la-florida/departamento-en-arriendo-lo-canas-la-florida/1129689
1130596;Arriendo diario;Los Ríos;Valdivia;true;false;;2;1;0;04-12-2018;44.0;0.0;0.0;78.0;25000.0;25000.0;25000.0;0.906921223734201;-39.8191299;-73.23658069;39;0;1;true;;https://www.toctoc.com/propiedades/arriendoparticularsr/departamento/valdivia/gunckel-919-cabana-valdivia/1130596
1094553;Arriendo;Metropolitana;Las Condes;true;false;;3;2;0;06-10-2018;117.0;127.0;0.0;0.0;34.5;34.5;951019.0;34.5;-33.419;-70.5962;104;2;1;true;Fuenzalida Propiedades Las Tranqueras;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/metro-el-golf-callao-con-augusto-leguia/1094553
